artigo,frente,verso
Art. 99,Qual a importância estratégica do Art. 99 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 100,Sobre o que dispõe o Art. 100 da CF/88?,"Os pagamentos devidos pelas Fazendas Públicas Federal, Estaduais, Distri-
tal e Municipais, em virtude de sentença judiciária, far-se-ão exclusivamente na ordem 
cronológica de apresentação dos precatórios e à conta dos créditos respectivos, proibida 
a designação de casos ou de pessoas nas dotações orçamentárias e nos créditos adicionais 
abertos para este fim"
Art. 100,Complete a ideia do Art. 100: Os pagamentos devidos pelas Fazendas Públicas Fede...,"Os pagamentos devidos pelas Fazendas Públicas Federal, Estaduais, Distri-
tal e Municipais, em virtude de sentença judiciária, far-se-ão exclusivamente na ordem 
cronológica de apresentação dos precat..."
Art. 100,Qual a importância estratégica do Art. 100 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 101,Sobre o que dispõe o Art. 101 da CF/88?,"O Supremo Tribunal Federal compõe-se de onze Ministros, escolhidos 
dentre cidadãos com mais de trinta e cinco e menos de sessenta e cinco anos de idade, 
de notável saber jurídico e reputação ilibada"
Art. 101,Complete a ideia do Art. 101: O Supremo Tribunal Federal compõe-se de onze Minis...,"O Supremo Tribunal Federal compõe-se de onze Ministros, escolhidos 
dentre cidadãos com mais de trinta e cinco e menos de sessenta e cinco anos de idade, 
de notável saber jurídico e reputação ilibada..."
Art. 102,Sobre o que dispõe o Art. 102 da CF/88?,"Compete ao Supremo Tribunal Federal, precipuamente, a guarda da Cons-
tituição, cabendo-lhe: (EC n o 3/93, EC n o 22/99, EC n o 23/99 e EC n o 45/2004)
5
 NE: leia-se “da Emenda Constitucional no 62, de 2009”"
Art. 102,"Complete a ideia do Art. 102: Compete ao Supremo Tribunal Federal, precipuamente...","Compete ao Supremo Tribunal Federal, precipuamente, a guarda da Cons-
tituição, cabendo-lhe: (EC n o 3/93, EC n o 22/99, EC n o 23/99 e EC n o 45/2004)
5
 NE: leia-se “da Emenda Constitucional no 62, ..."
Art. 102,Qual a importância estratégica do Art. 102 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 103,Sobre o que dispõe o Art. 103 da CF/88?,-B
Art. 103,Complete a ideia do Art. 103: -B...,"-B. O Conselho Nacional de Justiça compõe-se de 15 (quinze) membros 
com mandato de 2 (dois) anos, admitida 1 (uma) recondução, sendo: (EC n o 45/2004 
e EC n o 61/2009)
I – o Presidente do Supremo Tr..."
Art. 103,Qual a importância estratégica do Art. 103 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 104,Sobre o que dispõe o Art. 104 da CF/88?,"O Superior Tribunal de Justiça compõe-se de, no mínimo, trinta e três 
Ministros"
Art. 104,"Complete a ideia do Art. 104: O Superior Tribunal de Justiça compõe-se de, no mí...","O Superior Tribunal de Justiça compõe-se de, no mínimo, trinta e três 
Ministros. (EC n o 45/2004)
Parágrafo único. Os Ministros do Superior Tribunal de Justiça serão nomeados pelo 
Presidente da Repú..."
Art. 105,Sobre o que dispõe o Art. 105 da CF/88?,"Compete ao Superior Tribunal de Justiça: (EC  n o  22/99, EC  n o  23/99 e 
EC n o 45/2004)
I – processar e julgar, originariamente:
a) nos crimes comuns, os Governadores dos Estados e do Distrito Federal, e, nestes 
e nos de responsabilidade, os desembargadores dos Tribunais de Justiça dos Es-
tados e do Distrito Federal, os membros dos Tribunais de Contas dos Estados e 
do Distrito Federal, os dos Tribunais Regionais Federais, dos Tribunais Regionais 
Eleitorais e do Trabalho, os membros dos Conselhos ou Tribunais de Contas dos 
Municípios e os do Ministério Público da União que oficiem perante tribunais;
b) os mandados de segurança e os habeas data contra ato de Ministro de Estado, 
dos Comandantes da Marinha, do Exército e da Aeronáutica ou do próprio 
Tribunal;
c) os habeas corpus, quando o coator ou paciente for qualquer das pessoas men-
cionadas na alínea “a” , ou quando o coator for tribunal sujeito à sua jurisdição, 
Ministro de Estado ou Comandante da Marinha, do Exército ou da Aeronáutica, 
ressalvada a competência da Justiça Eleitoral;
d) os conflitos de competência entre quaisquer tribunais, ressalvado o disposto 
no art"
Art. 105,Complete a ideia do Art. 105: Compete ao Superior Tribunal de Justiça: (EC  n o ...,"Compete ao Superior Tribunal de Justiça: (EC  n o  22/99, EC  n o  23/99 e 
EC n o 45/2004)
I – processar e julgar, originariamente:
a) nos crimes comuns, os Governadores dos Estados e do Distrito Fed..."
Art. 105,Qual a importância estratégica do Art. 105 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 106,Sobre o que dispõe o Art. 106 da CF/88?,"São órgãos da Justiça Federal:
I – os Tribunais Regionais Federais;
II – os Juízes Federais"
Art. 106,"Complete a ideia do Art. 106: São órgãos da Justiça Federal:
I – os Tribunais Re...","São órgãos da Justiça Federal:
I – os Tribunais Regionais Federais;
II – os Juízes Federais."
Art. 107,Sobre o que dispõe o Art. 107 da CF/88?,"Os Tribunais Regionais Federais compõem-se de, no mínimo, sete juízes, 
recrutados, quando possível, na respectiva região e nomeados pelo Presidente da Re -
pública dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, sendo: 
(EC n o 45/2004)
I – um quinto dentre advogados com mais de dez anos de efetiva atividade pro -
fissional e membros do Ministério Público Federal com mais de dez anos de carreira;
II – os demais, mediante promoção de juízes federais com mais de cinco anos de 
exercício, por antiguidade e merecimento, alternadamente"
Art. 107,"Complete a ideia do Art. 107: Os Tribunais Regionais Federais compõem-se de, no ...","Os Tribunais Regionais Federais compõem-se de, no mínimo, sete juízes, 
recrutados, quando possível, na respectiva região e nomeados pelo Presidente da Re -
pública dentre brasileiros com mais de trin..."
Art. 107,Qual a importância estratégica do Art. 107 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 108,Sobre o que dispõe o Art. 108 da CF/88?,"Compete aos Tribunais Regionais Federais:
I – processar e julgar, originariamente:
a) os juízes federais da área de sua jurisdição, incluídos os da Justiça Militar e da 
Justiça do Trabalho, nos crimes comuns e de responsabilidade, e os membros 
do Ministério Público da União, ressalvada a competência da Justiça Eleitoral;
b) as revisões criminais e as ações rescisórias de julgados seus ou dos juízes 
federais da região;
c) os mandados de segurança e os habeas data contra ato do próprio Tribunal 
ou de juiz federal;
d) os habeas corpus, quando a autoridade coatora for juiz federal;
e) os conflitos de competência entre juízes federais vinculados ao Tribunal;
II – julgar, em grau de recurso, as causas decididas pelos juízes federais e pelos 
juízes estaduais no exercício da competência federal da área de sua jurisdição"
Art. 108,"Complete a ideia do Art. 108: Compete aos Tribunais Regionais Federais:
I – proc...","Compete aos Tribunais Regionais Federais:
I – processar e julgar, originariamente:
a) os juízes federais da área de sua jurisdição, incluídos os da Justiça Militar e da 
Justiça do Trabalho, nos crime..."
Art. 109,Sobre o que dispõe o Art. 109 da CF/88?,"Aos juízes federais compete processar e julgar: (EC n o 45/2004)
I – as causas em que a União, entidade autárquica ou empresa pública federal forem 
interessadas na condição de autoras, rés, assistentes ou oponentes, exceto as de falência, 
as de acidentes de trabalho e as sujeitas à Justiça Eleitoral e à Justiça do Trabalho;
II – as causas entre Estado estrangeiro ou organismo internacional e Município 
ou pessoa domiciliada ou residente no País;
III – as causas fundadas em tratado ou contrato da União com Estado estrangeiro 
ou organismo internacional;
IV – os crimes políticos e as infrações penais praticadas em detrimento de bens, 
serviços ou interesse da União ou de suas entidades autárquicas ou empresas públicas, 
excluídas as contravenções e ressalvada a competência da Justiça Militar e da Justiça 
Eleitoral;
V – os crimes previstos em tratado ou convenção internacional, quando, iniciada 
a execução no País, o resultado tenha ou devesse ter ocorrido no estrangeiro, ou reci -
procamente;
V-A – as causas relativas a direitos humanos a que se refere o § 5o deste artigo;
VI – os crimes contra a organização do trabalho e, nos casos determinados por 
lei, contra o sistema financeiro e a ordem econômico-financeira;
VII – os habeas corpus, em matéria criminal de sua competência ou quando o 
constrangimento provier de autoridade cujos atos não estejam diretamente sujeitos a 
outra jurisdição;
VIII – os mandados de segurança e os habeas data contra ato de autoridade federal, 
excetuados os casos de competência dos tribunais federais;
IX – os crimes cometidos a bordo de navios ou aeronaves, ressalvada a compe -
tência da Justiça Militar;
X – os crimes de ingresso ou permanência irregular de estrangeiro, a execução 
de carta rogatória, após o exequatur, e de sentença estrangeira, após a homologação, as 
causas referentes à nacionalidade, inclusive a respectiva opção, e à naturalização;
XI – a disputa sobre direitos indígenas"
Art. 109,Complete a ideia do Art. 109: Aos juízes federais compete processar e julgar: (E...,"Aos juízes federais compete processar e julgar: (EC n o 45/2004)
I – as causas em que a União, entidade autárquica ou empresa pública federal forem 
interessadas na condição de autoras, rés, assistent..."
Art. 109,Qual a importância estratégica do Art. 109 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 110,Sobre o que dispõe o Art. 110 da CF/88?,"Cada Estado, bem como o Distrito Federal, constituirá uma seção judici -
ária que terá por sede a respectiva Capital, e varas localizadas segundo o estabelecido 
em lei"
Art. 110,"Complete a ideia do Art. 110: Cada Estado, bem como o Distrito Federal, constitu...","Cada Estado, bem como o Distrito Federal, constituirá uma seção judici -
ária que terá por sede a respectiva Capital, e varas localizadas segundo o estabelecido 
em lei.
Parágrafo único. Nos Territóri..."
Art. 111,Sobre o que dispõe o Art. 111 da CF/88?,-A
Art. 111,Complete a ideia do Art. 111: -A...,"-A.  O Tribunal Superior do Trabalho compor-se-á de vinte e sete Ministros, 
escolhidos dentre brasileiros com mais de trinta e cinco e menos de sessenta e cinco 
anos, nomeados pelo Presidente da Rep..."
Art. 111,Qual a importância estratégica do Art. 111 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 112,Sobre o que dispõe o Art. 112 da CF/88?,"A lei criará varas da Justiça do Trabalho, podendo, nas comarcas não abran-
gidas por sua jurisdição, atribuí-la aos juízes de direito, com recurso para o respectivo 
Tribunal Regional do Trabalho"
Art. 112,"Complete a ideia do Art. 112: A lei criará varas da Justiça do Trabalho, podendo...","A lei criará varas da Justiça do Trabalho, podendo, nas comarcas não abran-
gidas por sua jurisdição, atribuí-la aos juízes de direito, com recurso para o respectivo 
Tribunal Regional do Trabalho. (E..."
Art. 113,Sobre o que dispõe o Art. 113 da CF/88?,"A lei disporá sobre a constituição, investidura, jurisdição, competência, 
garantias e condições de exercício dos órgãos da Justiça do Trabalho"
Art. 113,"Complete a ideia do Art. 113: A lei disporá sobre a constituição, investidura, j...","A lei disporá sobre a constituição, investidura, jurisdição, competência, 
garantias e condições de exercício dos órgãos da Justiça do Trabalho. (EC no 24/99)"
Art. 114,Sobre o que dispõe o Art. 114 da CF/88?,"Compete à Justiça do Trabalho processar e julgar: (EC  n o  20/98 e 
EC n o 45/2004)
I – as ações oriundas da relação de trabalho, abrangidos os entes de direito público 
externo e da administração pública direta e indireta da União, dos Estados, do Distrito 
Federal e dos Municípios;
II – as ações que envolvam exercício do direito de greve;
III – as ações sobre representação sindical, entre sindicatos, entre sindicatos e 
trabalhadores, e entre sindicatos e empregadores;
IV – os mandados de segurança, habeas corpus e habeas data, quando o ato ques-
tionado envolver matéria sujeita à sua jurisdição;
V – os conflitos de competência entre órgãos com jurisdição trabalhista, ressalvado 
o disposto no art"
Art. 114,Complete a ideia do Art. 114: Compete à Justiça do Trabalho processar e julgar: ...,"Compete à Justiça do Trabalho processar e julgar: (EC  n o  20/98 e 
EC n o 45/2004)
I – as ações oriundas da relação de trabalho, abrangidos os entes de direito público 
externo e da administração pú..."
Art. 114,Qual a importância estratégica do Art. 114 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 115,Sobre o que dispõe o Art. 115 da CF/88?,"Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete 
juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente 
da República dentre brasileiros com mais de trinta e menos de sessenta e cinco anos, 
sendo: (EC no 24/99 e EC n o 45/2004)
I – um quinto dentre advogados com mais de dez anos de efetiva atividade profis-
sional e membros do Ministério Público do Trabalho com mais de dez anos de efetivo 
exercício, observado o disposto no art"
Art. 115,"Complete a ideia do Art. 115: Os Tribunais Regionais do Trabalho compõem-se de, ...","Os Tribunais Regionais do Trabalho compõem-se de, no mínimo, sete 
juízes, recrutados, quando possível, na respectiva região, e nomeados pelo Presidente 
da República dentre brasileiros com mais de tr..."
Art. 115,Qual a importância estratégica do Art. 115 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 116,Sobre o que dispõe o Art. 116 da CF/88?,"Nas Varas doTrabalho, a jurisdição será exercida por um juiz singular"
Art. 116,"Complete a ideia do Art. 116: Nas Varas doTrabalho, a jurisdição será exercida p...","Nas Varas doTrabalho, a jurisdição será exercida por um juiz singular. 
(EC n o 24/99)
Parágrafo único. (Revogado)"
Art. 117,Sobre o que dispõe o Art. 117 da CF/88?,"(Revogado) (EC n o 24/99)
SEÇÃO VI –  
Dos Tribunais e Juízes Eleitorais"
Art. 117,"Complete a ideia do Art. 117: (Revogado) (EC n o 24/99)
SEÇÃO VI –  
Dos Tribuna...","(Revogado) (EC n o 24/99)
SEÇÃO VI –  
Dos Tribunais e Juízes Eleitorais"
Art. 118,Sobre o que dispõe o Art. 118 da CF/88?,"São órgãos da Justiça Eleitoral:
I – o Tribunal Superior Eleitoral;
II – os Tribunais Regionais Eleitorais;
III – os Juízes Eleitorais;
IV – as Juntas Eleitorais"
Art. 118,"Complete a ideia do Art. 118: São órgãos da Justiça Eleitoral:
I – o Tribunal Su...","São órgãos da Justiça Eleitoral:
I – o Tribunal Superior Eleitoral;
II – os Tribunais Regionais Eleitorais;
III – os Juízes Eleitorais;
IV – as Juntas Eleitorais."
Art. 119,Sobre o que dispõe o Art. 119 da CF/88?,"O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, 
escolhidos:
I – mediante eleição, pelo voto secreto:
a) três juízes dentre os Ministros do Supremo Tribunal Federal;
b) dois juízes dentre os Ministros do Superior Tribunal de Justiça;
II – por nomeação do Presidente da República, dois juízes dentre seis advogados 
de notável saber jurídico e idoneidade moral, indicados pelo Supremo Tribunal Federal"
Art. 119,"Complete a ideia do Art. 119: O Tribunal Superior Eleitoral compor-se-á, no míni...","O Tribunal Superior Eleitoral compor-se-á, no mínimo, de sete membros, 
escolhidos:
I – mediante eleição, pelo voto secreto:
a) três juízes dentre os Ministros do Supremo Tribunal Federal;
b) dois juí..."
Art. 120,Sobre o que dispõe o Art. 120 da CF/88?,"Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no 
Distrito Federal"
Art. 120,Complete a ideia do Art. 120: Haverá um Tribunal Regional Eleitoral na Capital d...,"Haverá um Tribunal Regional Eleitoral na Capital de cada Estado e no 
Distrito Federal.
§ 1o Os Tribunais Regionais Eleitorais compor-se-ão:
I – mediante eleição, pelo voto secreto:
a) de dois juízes ..."
Art. 121,Sobre o que dispõe o Art. 121 da CF/88?,"Lei complementar disporá sobre a organização e competência dos tribunais, 
dos juízes de direito e das juntas eleitorais"
Art. 121,Complete a ideia do Art. 121: Lei complementar disporá sobre a organização e com...,"Lei complementar disporá sobre a organização e competência dos tribunais, 
dos juízes de direito e das juntas eleitorais.
§ 1o Os membros dos tribunais, os juízes de direito e os integrantes das junta..."
Art. 121,Qual a importância estratégica do Art. 121 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 122,Sobre o que dispõe o Art. 122 da CF/88?,"São órgãos da Justiça Militar:
I – o Superior Tribunal Militar;
II – os Tribunais e Juízes Militares instituídos por lei"
Art. 122,"Complete a ideia do Art. 122: São órgãos da Justiça Militar:
I – o Superior Trib...","São órgãos da Justiça Militar:
I – o Superior Tribunal Militar;
II – os Tribunais e Juízes Militares instituídos por lei."
Art. 123,Sobre o que dispõe o Art. 123 da CF/88?,"O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, 
nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado 
Federal, sendo três dentre oficiais-generais da Marinha, quatro dentre oficiais-generais 
do Exército, três dentre oficiais-generais da Aeronáutica, todos da ativa e do posto mais 
elevado da carreira, e cinco dentre civis"
Art. 123,Complete a ideia do Art. 123: O Superior Tribunal Militar compor-se-á de quinze ...,"O Superior Tribunal Militar compor-se-á de quinze Ministros vitalícios, 
nomeados pelo Presidente da República, depois de aprovada a indicação pelo Senado 
Federal, sendo três dentre oficiais-generais..."
Art. 124,Sobre o que dispõe o Art. 124 da CF/88?,À Justiça Militar compete processar e julgar os crimes militares definidos em lei
Art. 124,Complete a ideia do Art. 124: À Justiça Militar compete processar e julgar os cr...,"À Justiça Militar compete processar e julgar os crimes militares definidos em lei.
Parágrafo único. A lei disporá sobre a organização, o funcionamento e a competência 
da Justiça Militar.
SEÇÃO VIII –..."
Art. 125,Sobre o que dispõe o Art. 125 da CF/88?,"Os Estados organizarão sua Justiça, observados os princípios estabelecidos 
nesta Constituição"
Art. 125,"Complete a ideia do Art. 125: Os Estados organizarão sua Justiça, observados os ...","Os Estados organizarão sua Justiça, observados os princípios estabelecidos 
nesta Constituição. (EC n o 45/2004)
79Da Organização dos Poderes

§ 1o A competência dos tribunais será definida na Constit..."
Art. 125,Qual a importância estratégica do Art. 125 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 126,Sobre o que dispõe o Art. 126 da CF/88?,"Para dirimir conflitos fundiários, o Tribunal de Justiça proporá a criação de 
varas especializadas, com competência exclusiva para questões agrárias"
Art. 126,"Complete a ideia do Art. 126: Para dirimir conflitos fundiários, o Tribunal de J...","Para dirimir conflitos fundiários, o Tribunal de Justiça proporá a criação de 
varas especializadas, com competência exclusiva para questões agrárias. (EC no 45/2004)
Parágrafo único. Sempre que neces..."
Art. 127,Sobre o que dispõe o Art. 127 da CF/88?,"O Ministério Público é instituição permanente, essencial à função jurisdi-
cional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e 
dos interesses sociais e individuais indisponíveis"
Art. 127,"Complete a ideia do Art. 127: O Ministério Público é instituição permanente, ess...","O Ministério Público é instituição permanente, essencial à função jurisdi-
cional do Estado, incumbindo-lhe a defesa da ordem jurídica, do regime democrático e 
dos interesses sociais e individuais in..."
Art. 127,Qual a importância estratégica do Art. 127 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 128,Sobre o que dispõe o Art. 128 da CF/88?,"O Ministério Público abrange: (EC n o 19/98 e EC n o 45/2004)
I – o Ministério Público da União, que compreende:
a) o Ministério Público Federal;
b) o Ministério Público do Trabalho;
c) o Ministério Público Militar;
d) o Ministério Público do Distrito Federal e Territórios;
II – os Ministérios Públicos dos Estados"
Art. 128,Complete a ideia do Art. 128: O Ministério Público abrange: (EC n o 19/98 e EC n...,"O Ministério Público abrange: (EC n o 19/98 e EC n o 45/2004)
I – o Ministério Público da União, que compreende:
a) o Ministério Público Federal;
b) o Ministério Público do Trabalho;
c) o Ministério P..."
Art. 128,Qual a importância estratégica do Art. 128 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 129,Sobre o que dispõe o Art. 129 da CF/88?,"São funções institucionais do Ministério Público: (EC n o 45/2004)
I – promover, privativamente, a ação penal pública, na forma da lei;
II – zelar pelo efetivo respeito dos Poderes Públicos e dos serviços de relevância 
pública aos direitos assegurados nesta Constituição, promovendo as medidas necessárias 
a sua garantia;
III – promover o inquérito civil e a ação civil pública, para a proteção do patrimônio 
público e social, do meio ambiente e de outros interesses difusos e coletivos;
IV – promover a ação de inconstitucionalidade ou representação para fins de 
intervenção da União e dos Estados, nos casos previstos nesta Constituição;
V – defender judicialmente os direitos e interesses das populações indígenas;
VI – expedir notificações nos procedimentos administrativos de sua competência, 
requisitando informações e documentos para instruí-los, na forma da lei complementar 
respectiva;
VII – exercer o controle externo da atividade policial, na forma da lei complemen-
tar mencionada no artigo anterior;
VIII – requisitar diligências investigatórias e a instauração de inquérito policial, 
indicados os fundamentos jurídicos de suas manifestações processuais;
IX – exercer outras funções que lhe forem conferidas, desde que compatíveis 
com sua finalidade, sendo-lhe vedada a representação judicial e a consultoria jurídica 
de entidades públicas"
Art. 129,Complete a ideia do Art. 129: São funções institucionais do Ministério Público: ...,"São funções institucionais do Ministério Público: (EC n o 45/2004)
I – promover, privativamente, a ação penal pública, na forma da lei;
II – zelar pelo efetivo respeito dos Poderes Públicos e dos serv..."
Art. 129,Qual a importância estratégica do Art. 129 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 130,Sobre o que dispõe o Art. 130 da CF/88?,-A
Art. 130,Complete a ideia do Art. 130: -A...,"-A.  O Conselho Nacional do Ministério Público compõe-se de quatorze 
membros nomeados pelo Presidente da República, depois de aprovada a escolha pela 
maioria absoluta do Senado Federal, para um mand..."
Art. 130,Qual a importância estratégica do Art. 130 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 131,Sobre o que dispõe o Art. 131 da CF/88?,"A Advocacia-Geral da União é a instituição que, diretamente ou através 
de órgão vinculado, representa a União, judicial e extrajudicialmente, cabendo-lhe, nos 
termos da lei complementar que dispuser sobre sua organização e funcionamento, as 
atividades de consultoria e assessoramento jurídico do Poder Executivo"
Art. 131,"Complete a ideia do Art. 131: A Advocacia-Geral da União é a instituição que, di...","A Advocacia-Geral da União é a instituição que, diretamente ou através 
de órgão vinculado, representa a União, judicial e extrajudicialmente, cabendo-lhe, nos 
termos da lei complementar que dispuser..."
Art. 132,Sobre o que dispõe o Art. 132 da CF/88?,"Os Procuradores dos Estados e do Distrito Federal, organizados em carreira, 
na qual o ingresso dependerá de concurso público de provas e títulos, com a participação 
da Ordem dos Advogados do Brasil em todas as suas fases, exercerão a representação 
judicial e a consultoria jurídica das respectivas unidades federadas"
Art. 132,"Complete a ideia do Art. 132: Os Procuradores dos Estados e do Distrito Federal,...","Os Procuradores dos Estados e do Distrito Federal, organizados em carreira, 
na qual o ingresso dependerá de concurso público de provas e títulos, com a participação 
da Ordem dos Advogados do Brasil ..."
Art. 133,Sobre o que dispõe o Art. 133 da CF/88?,"O advogado é indispensável à administração da justiça, sendo inviolável 
por seus atos e manifestações no exercício da profissão, nos limites da lei"
Art. 133,Complete a ideia do Art. 133: O advogado é indispensável à administração da just...,"O advogado é indispensável à administração da justiça, sendo inviolável 
por seus atos e manifestações no exercício da profissão, nos limites da lei.
SEÇÃO IV –  
Da Defensoria Pública  (EC n o 80/201..."
Art. 134,Sobre o que dispõe o Art. 134 da CF/88?,"A Defensoria Pública é instituição permanente, essencial à função jurisdicio-
nal do Estado, incumbindo-lhe, como expressão e instrumento do regime democrático, 
fundamentalmente, a orientação jurídica, a promoção dos direitos humanos e a defesa, 
em todos os graus, judicial e extrajudicial, dos direitos individuais e coletivos, de forma 
integral e gratuita, aos necessitados, na forma do inciso LXXIV do art"
Art. 134,"Complete a ideia do Art. 134: A Defensoria Pública é instituição permanente, ess...","A Defensoria Pública é instituição permanente, essencial à função jurisdicio-
nal do Estado, incumbindo-lhe, como expressão e instrumento do regime democrático, 
fundamentalmente, a orientação jurídic..."
Art. 134,Qual a importância estratégica do Art. 134 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 135,Sobre o que dispõe o Art. 135 da CF/88?,"Os servidores integrantes das carreiras disciplinadas nas Seções II e III deste 
Capítulo serão remunerados na forma do art"
Art. 135,Complete a ideia do Art. 135: Os servidores integrantes das carreiras disciplina...,"Os servidores integrantes das carreiras disciplinadas nas Seções II e III deste 
Capítulo serão remunerados na forma do art. 39, § 4 o. (EC n o 19/98)
85Da Organização dos Poderes


TÍTULO V –  
Da De..."
Art. 136,Sobre o que dispõe o Art. 136 da CF/88?,"O Presidente da República pode, ouvidos o Conselho da República e o 
Conselho de Defesa Nacional, decretar estado de defesa para preservar ou prontamente 
restabelecer, em locais restritos e determinados, a ordem pública ou a paz social amea-
çadas por grave e iminente instabilidade institucional ou atingidas por calamidades de 
grandes proporções na natureza"
Art. 136,"Complete a ideia do Art. 136: O Presidente da República pode, ouvidos o Conselho...","O Presidente da República pode, ouvidos o Conselho da República e o 
Conselho de Defesa Nacional, decretar estado de defesa para preservar ou prontamente 
restabelecer, em locais restritos e determina..."
Art. 136,Qual a importância estratégica do Art. 136 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 137,Sobre o que dispõe o Art. 137 da CF/88?,"O Presidente da República pode, ouvidos o Conselho da República e o 
Conselho de Defesa Nacional, solicitar ao Congresso Nacional autorização para decretar 
o estado de sítio nos casos de:
I – comoção grave de repercussão nacional ou ocorrência de fatos que comprovem 
a ineficácia de medida tomada durante o estado de defesa;
II – declaração de estado de guerra ou resposta a agressão armada estrangeira"
Art. 137,"Complete a ideia do Art. 137: O Presidente da República pode, ouvidos o Conselho...","O Presidente da República pode, ouvidos o Conselho da República e o 
Conselho de Defesa Nacional, solicitar ao Congresso Nacional autorização para decretar 
o estado de sítio nos casos de:
I – comoção..."
Art. 138,Sobre o que dispõe o Art. 138 da CF/88?,"O decreto do estado de sítio indicará sua duração, as normas necessárias a 
sua execução e as garantias constitucionais que ficarão suspensas, e, depois de publica-
do, o Presidente da República designará o executor das medidas específicas e as áreas 
abrangidas"
Art. 138,"Complete a ideia do Art. 138: O decreto do estado de sítio indicará sua duração,...","O decreto do estado de sítio indicará sua duração, as normas necessárias a 
sua execução e as garantias constitucionais que ficarão suspensas, e, depois de publica-
do, o Presidente da República desig..."
Art. 139,Sobre o que dispõe o Art. 139 da CF/88?,Na vigência do estado de sítio decretado com fundamento no art
Art. 139,Complete a ideia do Art. 139: Na vigência do estado de sítio decretado com funda...,"Na vigência do estado de sítio decretado com fundamento no art. 137, I, só 
poderão ser tomadas contra as pessoas as seguintes medidas:
I – obrigação de permanência em localidade determinada;
II – det..."
Art. 140,Sobre o que dispõe o Art. 140 da CF/88?,"A Mesa do Congresso Nacional, ouvidos os líderes partidários, designará 
Comissão composta de cinco de seus membros para acompanhar e fiscalizar a execução 
das medidas referentes ao estado de defesa e ao estado de sítio"
Art. 140,"Complete a ideia do Art. 140: A Mesa do Congresso Nacional, ouvidos os líderes p...","A Mesa do Congresso Nacional, ouvidos os líderes partidários, designará 
Comissão composta de cinco de seus membros para acompanhar e fiscalizar a execução 
das medidas referentes ao estado de defesa ..."
Art. 141,Sobre o que dispõe o Art. 141 da CF/88?,"Cessado o estado de defesa ou o estado de sítio, cessarão também seus 
efeitos, sem prejuízo da responsabilidade pelos ilícitos cometidos por seus executores 
ou agentes"
Art. 141,"Complete a ideia do Art. 141: Cessado o estado de defesa ou o estado de sítio, c...","Cessado o estado de defesa ou o estado de sítio, cessarão também seus 
efeitos, sem prejuízo da responsabilidade pelos ilícitos cometidos por seus executores 
ou agentes.
Parágrafo único. Logo que ces..."
Art. 142,Sobre o que dispõe o Art. 142 da CF/88?,"As Forças Armadas, constituídas pela Marinha, pelo Exército e pela Aeronáu-
tica, são instituições nacionais permanentes e regulares, organizadas com base na hierar-
quia e na disciplina, sob a autoridade suprema do Presidente da República, e destinam-se 
à defesa da Pátria, à garantia dos poderes constitucionais e, por iniciativa de qualquer 
destes, da lei e da ordem"
Art. 142,Quais são os principais pontos/incisos do Art. 142?,Consulte o texto para detalhes sobre a lista de competências ou direitos específicos deste artigo.
